category,item,variety,date,price,unit
vegetable,rocket,rocket,11/2/2018,4.56,kg
vegetable,mixed_babyleaf_salad,pillow_pack,11/2/2018,4.57,kg
vegetable,onion,bulb_brown,11/2/2018,0.45,kg
vegetable,onion,bulb_red,11/2/2018,0.7,kg
vegetable,onion,saladspring,11/2/2018,0.31,kg
vegetable,swede,swede,11/2/2018,0.25,kg
vegetable,turnip,turnip,11/2/2018,1.24,kg
vegetable,parsnips,all_varieties,11/2/2018,1.32,kg
vegetable,spinach_leaf,loose_bunches,11/2/2018,1.42,kg
vegetable,tomatoes,round,11/2/2018,0.69,kg
vegetable,watercress,pillow_packs,11/2/2018,8.87,kg
cut_flowers,alstromeria,indoor,11/2/2018,0.26,stem
cut_flowers,lillies,oriental,11/2/2018,0.73,stem
fruit,apples,bramleys_seedling,10/26/2018,0.74,kg
fruit,apples,coxs_orange_group,10/26/2018,0.7,kg
fruit,apples,egremont_russet,10/26/2018,0.86,kg
fruit,apples,braeburn,10/26/2018,0.87,kg
fruit,apples,gala,10/26/2018,0.77,kg
fruit,apples,other_mid_season,10/26/2018,0.37,kg
fruit,apples,other_late_season,10/26/2018,0.72,kg
fruit,blueberries,blueberries,10/26/2018,5.2,kg
fruit,pears,conference,10/26/2018,0.65,kg
fruit,pears,doyenne_du_comice,10/26/2018,0.86,kg
fruit,raspberries,raspberries,10/26/2018,4.02,kg
fruit,strawberries,strawberries,10/26/2018,2,kg
vegetable,beans,dwarf_french_or_kidney,10/26/2018,1.9,kg
vegetable,beetroot,beetroot,10/26/2018,0.46,kg
vegetable,brussels_sprouts,brussels_sprouts,10/26/2018,0.9,kg
vegetable,pak_choi,pak_choi,10/26/2018,2.06,kg
vegetable,curly_kale,curly_kale,10/26/2018,2.54,kg
vegetable,cabbage,red,10/26/2018,0.49,kg
vegetable,cabbage,savoy,10/26/2018,0.47,head
vegetable,spring_greens,prepacked,10/26/2018,0.69,kg
vegetable,cabbage,summer_autumn_pointed,10/26/2018,0.53,kg
vegetable,cabbage,white,10/26/2018,0.46,kg
vegetable,cabbage,round_green_other,10/26/2018,0.41,head
vegetable,calabrese,calabrese,10/26/2018,1.27,kg
vegetable,capsicum,green,10/26/2018,0.61,kg
vegetable,capsicum,red,10/26/2018,0.64,kg
vegetable,capsicum,yelloworange,10/26/2018,0.5,kg
vegetable,carrots,topped_washed,10/26/2018,0.49,kg
vegetable,cauliflower,all,10/26/2018,0.43,head
vegetable,celery,all_washed,10/26/2018,0.82,kg
vegetable,celeriac,celeriac,10/26/2018,0.68,kg
vegetable,coriander,coriander,10/26/2018,1.53,kg
vegetable,cucumbers,cucumbers,10/26/2018,0.75,kg
vegetable,leeks,trimmed,10/26/2018,1.46,kg
vegetable,lettuce,butterhead_indoor,10/26/2018,0.32,head
vegetable,lettuce,cos,10/26/2018,0.47,head
vegetable,lettuce,crisp_iceberg_type,10/26/2018,0.39,head
vegetable,lettuce,little_gem,10/26/2018,0.53,twin
vegetable,rocket,rocket,10/26/2018,4.57,kg
vegetable,mixed_babyleaf_salad,pillow_pack,10/26/2018,4.58,kg
vegetable,onion,bulb_brown,10/26/2018,0.44,kg
vegetable,onion,bulb_red,10/26/2018,0.65,kg
vegetable,onion,saladspring,10/26/2018,0.24,kg
vegetable,swede,swede,10/26/2018,0.25,kg
vegetable,turnip,turnip,10/26/2018,1.19,kg
vegetable,parsnips,all_varieties,10/26/2018,1.31,kg
vegetable,spinach_leaf,loose_bunches,10/26/2018,1.46,kg
vegetable,tomatoes,round,10/26/2018,0.71,kg
vegetable,tomatoes,cherry,10/26/2018,1.26,kg
vegetable,tomatoes,plum,10/26/2018,1.3,kg
vegetable,watercress,pillow_packs,10/26/2018,8,kg
cut_flowers,alstromeria,indoor,10/26/2018,0.25,stem
cut_flowers,lillies,oriental,10/26/2018,0.53,stem
cut_flowers,narcissus,outdoor,10/26/2018,0.1,stem
cut_flowers,tulips,tulips,10/26/2018,0.2,stem
pot_plants,cyclamen,13_cm,10/26/2018,1.5,unit
fruit,apples,bramleys_seedling,10/19/2018,0.67,kg
fruit,apples,coxs_orange_group,10/19/2018,0.68,kg
fruit,apples,egremont_russet,10/19/2018,0.8,kg
fruit,apples,braeburn,10/19/2018,0.68,kg
fruit,apples,gala,10/19/2018,0.71,kg
fruit,apples,other_mid_season,10/19/2018,0.99,kg
fruit,apples,other_late_season,10/19/2018,0.74,kg
fruit,pears,conference,10/19/2018,0.59,kg
fruit,pears,doyenne_du_comice,10/19/2018,0.83,kg
fruit,pears,other,10/19/2018,0.49,kg
fruit,raspberries,raspberries,10/19/2018,6.8,kg
fruit,strawberries,strawberries,10/19/2018,1.61,kg
vegetable,beans,broad,10/19/2018,1.35,kg
vegetable,beans,dwarf_french_or_kidney,10/19/2018,1.89,kg
vegetable,beans,runner_climbing,10/19/2018,1.65,kg
vegetable,beetroot,beetroot,10/19/2018,0.45,kg
vegetable,brussels_sprouts,brussels_sprouts,10/19/2018,1.04,kg
vegetable,pak_choi,pak_choi,10/19/2018,2.16,kg
vegetable,curly_kale,curly_kale,10/19/2018,2.38,kg
vegetable,cabbage,red,10/19/2018,0.49,kg
vegetable,cabbage,savoy,10/19/2018,0.46,head
vegetable,spring_greens,prepacked,10/19/2018,0.71,kg
vegetable,cabbage,summer_autumn_pointed,10/19/2018,0.54,kg
vegetable,cabbage,white,10/19/2018,0.45,kg
vegetable,cabbage,round_green_other,10/19/2018,0.41,head
vegetable,calabrese,calabrese,10/19/2018,1.34,kg
vegetable,capsicum,green,10/19/2018,0.55,kg
vegetable,capsicum,red,10/19/2018,0.64,kg
vegetable,capsicum,elongated,10/19/2018,1.8,kg
vegetable,capsicum,yelloworange,10/19/2018,0.8,kg
vegetable,carrots,topped_washed,10/19/2018,0.5,kg
vegetable,cauliflower,all,10/19/2018,0.44,head
vegetable,celery,all_washed,10/19/2018,0.8,kg
vegetable,celeriac,celeriac,10/19/2018,0.64,kg
vegetable,coriander,coriander,10/19/2018,1.72,kg
vegetable,courgettes,courgettes,10/19/2018,1.21,kg
vegetable,cucumbers,cucumbers,10/19/2018,0.89,kg
vegetable,leeks,trimmed,10/19/2018,1.46,kg
vegetable,lettuce,butterhead_indoor,10/19/2018,0.33,head
vegetable,lettuce,cos,10/19/2018,0.47,head
vegetable,lettuce,crisp_iceberg_type,10/19/2018,0.41,head
vegetable,lettuce,little_gem,10/19/2018,0.53,twin
vegetable,rocket,rocket,10/19/2018,4.72,kg
vegetable,mixed_babyleaf_salad,pillow_pack,10/19/2018,4.59,kg
vegetable,onion,bulb_brown,10/19/2018,0.43,kg
vegetable,onion,bulb_red,10/19/2018,0.67,kg
vegetable,onion,saladspring,10/19/2018,0.25,kg
vegetable,swede,swede,10/19/2018,0.26,kg
vegetable,turnip,turnip,10/19/2018,1.22,kg
vegetable,parsnips,all_varieties,10/19/2018,1.29,kg
vegetable,peas,shelling_all_varieties,10/19/2018,1.48,kg
vegetable,spinach_leaf,loose_bunches,10/19/2018,1.47,kg
vegetable,tomatoes,round,10/19/2018,0.95,kg
vegetable,watercress,pillow_packs,10/19/2018,9.65,kg
cut_flowers,alstromeria,indoor,10/19/2018,0.23,stem
cut_flowers,lillies,oriental,10/19/2018,0.72,stem
pot_plants,cyclamen,13_cm,10/19/2018,1.5,unit
fruit,apples,bramleys_seedling,10/12/2018,0.72,kg
fruit,apples,coxs_orange_group,10/12/2018,0.69,kg
fruit,apples,egremont_russet,10/12/2018,0.93,kg
fruit,apples,gala,10/12/2018,0.74,kg
fruit,apples,other_early_season,10/12/2018,0.44,kg
fruit,apples,other_mid_season,10/12/2018,0.99,kg
fruit,apples,other_late_season,10/12/2018,0.77,kg
fruit,pears,conference,10/12/2018,0.67,kg
fruit,pears,doyenne_du_comice,10/12/2018,0.75,kg
fruit,pears,other,10/12/2018,0.6,kg
fruit,raspberries,raspberries,10/12/2018,10.01,kg
fruit,strawberries,strawberries,10/12/2018,2.53,kg
vegetable,beans,broad,10/12/2018,1.38,kg
vegetable,beans,dwarf_french_or_kidney,10/12/2018,1.92,kg
vegetable,beans,runner_climbing,10/12/2018,1.84,kg
vegetable,beetroot,beetroot,10/12/2018,0.45,kg
vegetable,brussels_sprouts,brussels_sprouts,10/12/2018,1,kg
vegetable,pak_choi,pak_choi,10/12/2018,2.58,kg
vegetable,curly_kale,curly_kale,10/12/2018,2.35,kg
vegetable,cabbage,red,10/12/2018,0.5,kg
vegetable,cabbage,savoy,10/12/2018,0.46,head
vegetable,spring_greens,prepacked,10/12/2018,0.72,kg
vegetable,cabbage,summer_autumn_pointed,10/12/2018,0.54,kg
vegetable,cabbage,white,10/12/2018,0.47,kg
vegetable,cabbage,round_green_other,10/12/2018,0.45,head
vegetable,calabrese,calabrese,10/12/2018,1.34,kg
vegetable,capsicum,red,10/12/2018,0.55,kg
vegetable,capsicum,yelloworange,10/12/2018,0.55,kg
vegetable,carrots,topped_washed,10/12/2018,0.53,kg
vegetable,cauliflower,all,10/12/2018,0.67,head
vegetable,celery,all_washed,10/12/2018,0.79,kg
vegetable,celeriac,celeriac,10/12/2018,0.67,kg
vegetable,coriander,coriander,10/12/2018,1.81,kg
vegetable,courgettes,courgettes,10/12/2018,1.08,kg
vegetable,cucumbers,cucumbers,10/12/2018,0.97,kg
vegetable,leeks,trimmed,10/12/2018,1.45,kg
vegetable,lettuce,butterhead_indoor,10/12/2018,0.34,head
vegetable,lettuce,cos,10/12/2018,0.56,head
vegetable,lettuce,crisp_iceberg_type,10/12/2018,0.5,head
vegetable,lettuce,little_gem,10/12/2018,0.52,twin
vegetable,rocket,rocket,10/12/2018,4.89,kg
vegetable,mixed_babyleaf_salad,pillow_pack,10/12/2018,4.6,kg
vegetable,onion,bulb_brown,10/12/2018,0.45,kg
vegetable,onion,bulb_red,10/12/2018,0.66,kg
vegetable,onion,saladspring,10/12/2018,0.25,kg
vegetable,swede,swede,10/12/2018,0.26,kg
vegetable,turnip,turnip,10/12/2018,1.21,kg
vegetable,parsnips,all_varieties,10/12/2018,1.33,kg
vegetable,peas,shelling_all_varieties,10/12/2018,2.12,kg
vegetable,spinach_leaf,loose_bunches,10/12/2018,1.67,kg
vegetable,sweetcorn,sweetcorn,10/12/2018,0.36,head
vegetable,tomatoes,round,10/12/2018,1.22,kg
vegetable,tomatoes,vine,10/12/2018,2.75,kg
vegetable,tomatoes,cherry,10/12/2018,1.19,kg
vegetable,watercress,pillow_packs,10/12/2018,9.65,kg
cut_flowers,alstromeria,indoor,10/12/2018,0.23,stem
cut_flowers,chrysanthemum,indoor_spray,10/12/2018,0.25,stem
cut_flowers,lillies,oriental,10/12/2018,0.65,stem
pot_plants,cyclamen,13_cm,10/12/2018,1.5,unit
fruit,apples,bramleys_seedling,10/5/2018,0.79,kg
fruit,apples,coxs_orange_group,10/5/2018,0.78,kg
fruit,apples,egremont_russet,10/5/2018,0.94,kg
fruit,apples,gala,10/5/2018,0.87,kg
fruit,apples,other_early_season,10/5/2018,0.52,kg
fruit,apples,other_mid_season,10/5/2018,0.83,kg
fruit,apples,other_late_season,10/5/2018,0.88,kg
fruit,blueberries,blueberries,10/5/2018,11.32,kg
fruit,pears,conference,10/5/2018,0.64,kg
fruit,pears,doyenne_du_comice,10/5/2018,0.74,kg
fruit,raspberries,raspberries,10/5/2018,10.07,kg
fruit,strawberries,strawberries,10/5/2018,3.32,kg
vegetable,beans,broad,10/5/2018,1.53,kg
vegetable,beans,dwarf_french_or_kidney,10/5/2018,1.93,kg
vegetable,beans,runner_climbing,10/5/2018,1.96,kg
vegetable,beetroot,beetroot,10/5/2018,0.45,kg
vegetable,brussels_sprouts,brussels_sprouts,10/5/2018,1.06,kg
vegetable,pak_choi,pak_choi,10/5/2018,2.21,kg
vegetable,curly_kale,curly_kale,10/5/2018,2.48,kg
vegetable,cabbage,red,10/5/2018,0.47,kg
vegetable,cabbage,savoy,10/5/2018,0.46,head
vegetable,spring_greens,prepacked,10/5/2018,0.8,kg
vegetable,cabbage,summer_autumn_pointed,10/5/2018,0.51,kg
vegetable,cabbage,white,10/5/2018,0.45,kg
vegetable,cabbage,round_green_other,10/5/2018,0.45,head
vegetable,calabrese,calabrese,10/5/2018,1.18,kg
vegetable,capsicum,green,10/5/2018,0.8,kg
vegetable,carrots,topped_washed,10/5/2018,0.54,kg
vegetable,cauliflower,all,10/5/2018,0.82,head
vegetable,celery,all_washed,10/5/2018,0.82,kg
vegetable,celeriac,celeriac,10/5/2018,0.73,kg
vegetable,coriander,coriander,10/5/2018,2.14,kg
vegetable,courgettes,courgettes,10/5/2018,1.15,kg
vegetable,cucumbers,cucumbers,10/5/2018,1.04,kg
vegetable,leeks,trimmed,10/5/2018,1.47,kg
vegetable,lettuce,butterhead_indoor,10/5/2018,0.35,head
vegetable,lettuce,cos,10/5/2018,0.56,head
vegetable,lettuce,crisp_iceberg_type,10/5/2018,0.56,head
vegetable,lettuce,little_gem,10/5/2018,0.53,twin
vegetable,rocket,rocket,10/5/2018,4.97,kg
vegetable,mixed_babyleaf_salad,pillow_pack,10/5/2018,4.18,kg
vegetable,onion,bulb_brown,10/5/2018,0.48,kg
vegetable,onion,bulb_red,10/5/2018,0.66,kg
vegetable,onion,saladspring,10/5/2018,0.24,kg
vegetable,swede,swede,10/5/2018,0.25,kg
vegetable,turnip,turnip,10/5/2018,1.3,kg
vegetable,parsnips,all_varieties,10/5/2018,1.31,kg
vegetable,peas,shelling_all_varieties,10/5/2018,2.71,kg
vegetable,rhubarb,outdoor,10/5/2018,1.19,kg
vegetable,spinach_leaf,loose_bunches,10/5/2018,1.46,kg
vegetable,sweetcorn,sweetcorn,10/5/2018,0.33,head
vegetable,tomatoes,round,10/5/2018,1.57,kg
vegetable,tomatoes,cherry,10/5/2018,1.28,kg
vegetable,watercress,pillow_packs,10/5/2018,10.21,kg
cut_flowers,alstromeria,indoor,10/5/2018,0.23,stem
cut_flowers,chrysanthemum,indoor_spray,10/5/2018,0.25,stem
cut_flowers,lillies,oriental,10/5/2018,0.75,stem
pot_plants,cyclamen,13_cm,10/5/2018,1.5,unit
fruit,apples,bramleys_seedling,9/28/2018,0.78,kg
fruit,apples,coxs_orange_group,9/28/2018,0.8,kg
fruit,apples,egremont_russet,9/28/2018,0.83,kg
fruit,apples,gala,9/28/2018,0.78,kg
fruit,apples,other_early_season,9/28/2018,0.82,kg
fruit,apples,other_mid_season,9/28/2018,0.71,kg
fruit,apples,other_late_season,9/28/2018,0.81,kg
fruit,blueberries,blueberries,9/28/2018,8.52,kg
fruit,pears,conference,9/28/2018,0.65,kg
fruit,pears,doyenne_du_comice,9/28/2018,0.55,kg
fruit,pears,other,9/28/2018,0.5,kg
fruit,plums,victoria,9/28/2018,3,kg
fruit,plums,all_other,9/28/2018,1.2,kg
fruit,raspberries,raspberries,9/28/2018,7.47,kg
fruit,strawberries,strawberries,9/28/2018,3.24,kg
vegetable,beans,broad,9/28/2018,1.54,kg
vegetable,beans,dwarf_french_or_kidney,9/28/2018,1.96,kg
vegetable,beans,runner_climbing,9/28/2018,1.73,kg
vegetable,beetroot,beetroot,9/28/2018,0.47,kg
vegetable,brussels_sprouts,brussels_sprouts,9/28/2018,1.08,kg
vegetable,pak_choi,pak_choi,9/28/2018,2.36,kg
vegetable,curly_kale,curly_kale,9/28/2018,2.52,kg
vegetable,cabbage,red,9/28/2018,0.51,kg
vegetable,cabbage,savoy,9/28/2018,0.48,head
vegetable,spring_greens,prepacked,9/28/2018,0.8,kg
vegetable,cabbage,summer_autumn_pointed,9/28/2018,0.52,kg
vegetable,cabbage,white,9/28/2018,0.51,kg
vegetable,cabbage,round_green_other,9/28/2018,0.45,head
vegetable,calabrese,calabrese,9/28/2018,1.14,kg
vegetable,capsicum,green,9/28/2018,0.8,kg
vegetable,capsicum,red,9/28/2018,0.83,kg
vegetable,capsicum,yelloworange,9/28/2018,0.6,kg
vegetable,carrots,topped_washed,9/28/2018,0.54,kg
vegetable,cauliflower,all,9/28/2018,0.85,head
vegetable,celery,all_washed,9/28/2018,0.81,kg
vegetable,celeriac,celeriac,9/28/2018,0.76,kg
vegetable,coriander,coriander,9/28/2018,2.43,kg
vegetable,courgettes,courgettes,9/28/2018,1.26,kg
vegetable,cucumbers,cucumbers,9/28/2018,0.93,kg
vegetable,leeks,trimmed,9/28/2018,1.48,kg
vegetable,lettuce,butterhead_indoor,9/28/2018,0.4,head
vegetable,lettuce,cos,9/28/2018,0.53,head
vegetable,lettuce,crisp_iceberg_type,9/28/2018,0.62,head
vegetable,lettuce,little_gem,9/28/2018,0.53,twin
vegetable,rocket,rocket,9/28/2018,5.07,kg
vegetable,mixed_babyleaf_salad,pillow_pack,9/28/2018,4.69,kg
vegetable,onion,bulb_brown,9/28/2018,0.46,kg
vegetable,onion,bulb_red,9/28/2018,0.57,kg
vegetable,onion,saladspring,9/28/2018,0.25,kg
vegetable,swede,swede,9/28/2018,0.25,kg
vegetable,turnip,turnip,9/28/2018,1.23,kg
vegetable,parsnips,all_varieties,9/28/2018,1.36,kg
vegetable,peas,shelling_all_varieties,9/28/2018,2.12,kg
vegetable,rhubarb,outdoor,9/28/2018,1.29,kg
vegetable,spinach_leaf,loose_bunches,9/28/2018,1.49,kg
vegetable,sweetcorn,sweetcorn,9/28/2018,0.29,head
vegetable,tomatoes,round,9/28/2018,1.62,kg
vegetable,tomatoes,vine,9/28/2018,1.67,kg
vegetable,tomatoes,cherry,9/28/2018,1.47,kg
vegetable,watercress,pillow_packs,9/28/2018,9.16,kg
cut_flowers,alstromeria,indoor,9/28/2018,0.31,stem
cut_flowers,chrysanthemum,indoor_spray,9/28/2018,0.24,stem
cut_flowers,gladioli,all_varieties,9/28/2018,0.15,stem
cut_flowers,lillies,oriental,9/28/2018,0.55,stem
pot_plants,cyclamen,13_cm,9/28/2018,0.8,unit
fruit,apples,bramleys_seedling,9/21/2018,0.79,kg
fruit,apples,coxs_orange_group,9/21/2018,0.84,kg
fruit,apples,egremont_russet,9/21/2018,0.92,kg
fruit,apples,gala,9/21/2018,0.75,kg
fruit,apples,other_early_season,9/21/2018,0.53,kg
fruit,apples,other_mid_season,9/21/2018,0.7,kg
fruit,apples,other_late_season,9/21/2018,0.83,kg
fruit,blueberries,blueberries,9/21/2018,13.2,kg
fruit,pears,conference,9/21/2018,0.7,kg
fruit,plums,victoria,9/21/2018,1.1,kg
fruit,plums,all_other,9/21/2018,1.61,kg
fruit,raspberries,raspberries,9/21/2018,6.84,kg
fruit,strawberries,strawberries,9/21/2018,3.93,kg
vegetable,beans,broad,9/21/2018,1.51,kg
vegetable,beans,dwarf_french_or_kidney,9/21/2018,2.25,kg
vegetable,beans,runner_climbing,9/21/2018,1.97,kg
vegetable,beetroot,beetroot,9/21/2018,0.45,kg
vegetable,brussels_sprouts,brussels_sprouts,9/21/2018,0.99,kg
vegetable,pak_choi,pak_choi,9/21/2018,2.2,kg
vegetable,curly_kale,curly_kale,9/21/2018,2.28,kg
vegetable,cabbage,red,9/21/2018,0.49,kg
vegetable,cabbage,savoy,9/21/2018,0.46,head
vegetable,spring_greens,prepacked,9/21/2018,0.71,kg
vegetable,cabbage,summer_autumn_pointed,9/21/2018,0.51,kg
vegetable,cabbage,white,9/21/2018,0.48,kg
vegetable,cabbage,round_green_other,9/21/2018,0.45,head
vegetable,calabrese,calabrese,9/21/2018,1.16,kg
vegetable,carrots,topped_washed,9/21/2018,0.53,kg
vegetable,cauliflower,all,9/21/2018,0.82,head
vegetable,celery,all_washed,9/21/2018,0.77,kg
vegetable,celeriac,celeriac,9/21/2018,0.84,kg
vegetable,coriander,coriander,9/21/2018,2.43,kg
vegetable,courgettes,courgettes,9/21/2018,1.18,kg
vegetable,cucumbers,cucumbers,9/21/2018,0.94,kg
vegetable,leeks,trimmed,9/21/2018,1.54,kg
vegetable,lettuce,butterhead_indoor,9/21/2018,0.41,head
vegetable,lettuce,cos,9/21/2018,0.54,head
vegetable,lettuce,crisp_iceberg_type,9/21/2018,0.73,head
vegetable,lettuce,little_gem,9/21/2018,0.55,twin
vegetable,rocket,rocket,9/21/2018,5.06,kg
vegetable,mixed_babyleaf_salad,pillow_pack,9/21/2018,4.63,kg
vegetable,onion,bulb_brown,9/21/2018,0.43,kg
vegetable,onion,bulb_red,9/21/2018,0.51,kg
vegetable,onion,saladspring,9/21/2018,0.25,kg
vegetable,swede,swede,9/21/2018,0.27,kg
vegetable,turnip,turnip,9/21/2018,1.15,kg
vegetable,parsnips,all_varieties,9/21/2018,1.31,kg
vegetable,peas,shelling_all_varieties,9/21/2018,2.48,kg
vegetable,rhubarb,outdoor,9/21/2018,1.4,kg
vegetable,spinach_leaf,loose_bunches,9/21/2018,1.8,kg
vegetable,sweetcorn,sweetcorn,9/21/2018,0.3,head
vegetable,tomatoes,round,9/21/2018,1.67,kg
vegetable,tomatoes,vine,9/21/2018,1.89,kg
vegetable,tomatoes,cherry,9/21/2018,1.62,kg
vegetable,watercress,pillow_packs,9/21/2018,8.81,kg
cut_flowers,alstromeria,indoor,9/21/2018,0.24,stem
cut_flowers,chrysanthemum,indoor_spray,9/21/2018,0.24,stem
cut_flowers,gladioli,all_varieties,9/21/2018,0.11,stem
cut_flowers,lillies,oriental,9/21/2018,0.66,stem
pot_plants,cyclamen,13_cm,9/21/2018,1.5,unit
fruit,apples,bramleys_seedling,9/14/2018,0.78,kg
fruit,apples,coxs_orange_group,9/14/2018,1.05,kg
fruit,apples,egremont_russet,9/14/2018,1.03,kg
fruit,apples,braeburn,9/14/2018,1.05,kg
fruit,apples,gala,9/14/2018,0.81,kg
fruit,apples,other_early_season,9/14/2018,0.67,kg
fruit,apples,other_late_season,9/14/2018,0.88,kg
fruit,blueberries,blueberries,9/14/2018,7.88,kg
fruit,pears,conference,9/14/2018,0.77,kg
fruit,plums,victoria,9/14/2018,1.4,kg
fruit,plums,all_other,9/14/2018,2,kg
fruit,raspberries,raspberries,9/14/2018,9.11,kg
fruit,strawberries,strawberries,9/14/2018,4.03,kg
vegetable,beans,broad,9/14/2018,1.56,kg
vegetable,beans,dwarf_french_or_kidney,9/14/2018,2.52,kg
vegetable,beans,runner_climbing,9/14/2018,2.14,kg
vegetable,beetroot,beetroot,9/14/2018,0.48,kg
vegetable,brussels_sprouts,brussels_sprouts,9/14/2018,0.72,kg
vegetable,pak_choi,pak_choi,9/14/2018,2.11,kg
vegetable,curly_kale,curly_kale,9/14/2018,2.29,kg
vegetable,cabbage,red,9/14/2018,0.51,kg
vegetable,cabbage,savoy,9/14/2018,0.5,head
vegetable,spring_greens,prepacked,9/14/2018,0.77,kg
vegetable,cabbage,summer_autumn_pointed,9/14/2018,0.54,kg
vegetable,cabbage,white,9/14/2018,0.53,kg
vegetable,cabbage,round_green_other,9/14/2018,0.45,head
vegetable,calabrese,calabrese,9/14/2018,1.15,kg
vegetable,capsicum,green,9/14/2018,1,kg
vegetable,capsicum,red,9/14/2018,1.02,kg
vegetable,capsicum,yelloworange,9/14/2018,0.8,kg
vegetable,carrots,topped_washed,9/14/2018,0.51,kg
vegetable,cauliflower,all,9/14/2018,0.89,head
vegetable,celery,all_washed,9/14/2018,0.81,kg
vegetable,celeriac,celeriac,9/14/2018,0.77,kg
vegetable,coriander,coriander,9/14/2018,2.5,kg
vegetable,courgettes,courgettes,9/14/2018,1.2,kg
vegetable,cucumbers,cucumbers,9/14/2018,1.02,kg
vegetable,leeks,trimmed,9/14/2018,1.49,kg
vegetable,lettuce,butterhead_indoor,9/14/2018,0.41,head
vegetable,lettuce,cos,9/14/2018,0.52,head
vegetable,lettuce,crisp_iceberg_type,9/14/2018,0.83,head
vegetable,lettuce,little_gem,9/14/2018,0.55,twin
vegetable,rocket,rocket,9/14/2018,5,kg
vegetable,mixed_babyleaf_salad,pillow_pack,9/14/2018,4.99,kg
vegetable,onion,bulb_brown,9/14/2018,0.46,kg
vegetable,onion,bulb_red,9/14/2018,0.58,kg
vegetable,onion,saladspring,9/14/2018,0.26,kg
vegetable,swede,swede,9/14/2018,0.27,kg
vegetable,turnip,turnip,9/14/2018,1.05,kg
vegetable,parsnips,all_varieties,9/14/2018,1.33,kg
vegetable,peas,shelling_all_varieties,9/14/2018,2.43,kg
vegetable,rhubarb,outdoor,9/14/2018,1.41,kg
vegetable,spinach_leaf,loose_bunches,9/14/2018,1.78,kg
vegetable,sweetcorn,sweetcorn,9/14/2018,0.28,head
vegetable,tomatoes,round,9/14/2018,1.63,kg
vegetable,tomatoes,vine,9/14/2018,1.88,kg
vegetable,tomatoes,cherry,9/14/2018,1.9,kg
vegetable,watercress,pillow_packs,9/14/2018,9.64,kg
cut_flowers,alstromeria,indoor,9/14/2018,0.32,stem
cut_flowers,chrysanthemum,indoor_spray,9/14/2018,0.24,stem
cut_flowers,gladioli,all_varieties,9/14/2018,0.12,stem
cut_flowers,lillies,oriental,9/14/2018,0.65,stem
pot_plants,cyclamen,13_cm,9/14/2018,1.5,unit
fruit,apples,bramleys_seedling,9/7/2018,0.83,kg
fruit,apples,coxs_orange_group,9/7/2018,1.14,kg
fruit,apples,egremont_russet,9/7/2018,0.93,kg
fruit,apples,gala,9/7/2018,0.83,kg
fruit,apples,other_early_season,9/7/2018,0.8,kg
fruit,apples,other_late_season,9/7/2018,0.87,kg
fruit,blackberries,blackberries,9/7/2018,11.67,kg
fruit,blueberries,blueberries,9/7/2018,9.43,kg
fruit,pears,conference,9/7/2018,1.01,kg
fruit,pears,other,9/7/2018,0.61,kg
fruit,plums,victoria,9/7/2018,1.28,kg
fruit,plums,all_other,9/7/2018,1.46,kg
fruit,raspberries,raspberries,9/7/2018,9.29,kg
fruit,strawberries,strawberries,9/7/2018,3.48,kg
vegetable,beans,broad,9/7/2018,1.56,kg
vegetable,beans,dwarf_french_or_kidney,9/7/2018,2.1,kg
vegetable,beans,runner_climbing,9/7/2018,2.49,kg
vegetable,beetroot,beetroot,9/7/2018,0.49,kg
vegetable,brussels_sprouts,brussels_sprouts,9/7/2018,0.69,kg
vegetable,pak_choi,pak_choi,9/7/2018,2.25,kg
vegetable,curly_kale,curly_kale,9/7/2018,2.3,kg
vegetable,cabbage,red,9/7/2018,0.52,kg
vegetable,cabbage,savoy,9/7/2018,0.48,head
vegetable,spring_greens,prepacked,9/7/2018,0.75,kg
vegetable,cabbage,summer_autumn_pointed,9/7/2018,0.54,kg
vegetable,cabbage,white,9/7/2018,0.53,kg
vegetable,cabbage,round_green_other,9/7/2018,0.45,head
vegetable,calabrese,calabrese,9/7/2018,1.37,kg
vegetable,capsicum,red,9/7/2018,0.7,kg
vegetable,capsicum,yelloworange,9/7/2018,0.7,kg
vegetable,carrots,topped_washed,9/7/2018,0.5,kg
vegetable,cauliflower,all,9/7/2018,0.96,head
vegetable,celery,all_washed,9/7/2018,0.8,kg
vegetable,celeriac,celeriac,9/7/2018,0.77,kg
vegetable,coriander,coriander,9/7/2018,2.52,kg
vegetable,courgettes,courgettes,9/7/2018,1.29,kg
vegetable,cucumbers,cucumbers,9/7/2018,1.44,kg
vegetable,leeks,trimmed,9/7/2018,1.48,kg
vegetable,lettuce,butterhead_indoor,9/7/2018,0.42,head
vegetable,lettuce,cos,9/7/2018,0.55,head
vegetable,lettuce,crisp_iceberg_type,9/7/2018,0.82,head
vegetable,lettuce,little_gem,9/7/2018,0.53,twin
vegetable,rocket,rocket,9/7/2018,4.79,kg
vegetable,mixed_babyleaf_salad,pillow_pack,9/7/2018,4.85,kg
vegetable,onion,bulb_brown,9/7/2018,0.45,kg
vegetable,onion,bulb_red,9/7/2018,0.43,kg
vegetable,onion,saladspring,9/7/2018,0.26,kg
vegetable,swede,swede,9/7/2018,0.27,kg
vegetable,turnip,turnip,9/7/2018,1,kg
vegetable,parsnips,all_varieties,9/7/2018,1.43,kg
